資料類型,盃賽,日期,時段,會場,正方學校,反方學校,正方比分,反方比分,勝方,榮譽名稱,獲獎者,所屬學校,榮譽類型,備註,正方登場選手,反方登場選手,辯題,辯題解釋
公開戰績,第二十七屆高中菁英盃,2025-02-06,3,1,北商五專,景美女中,0,3,景美女中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-06,3,2,高雄女中,明道中學,3,0,高雄女中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-06,3,3,政大附中,百齡高中,3,0,政大附中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-06,3,4,薇閣中學,中崙高中,1,2,中崙高中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-06,3,5,新竹高中,南山高中,0,3,南山高中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-06,3,6,臺中女中,文華高中,1,2,文華高中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-06,3,7,嶺東高中,竹北高中,0,3,竹北高中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-06,3,8,虎尾高中,華僑高中,2,1,虎尾高中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-06,3,9,內壢高中,曙光女中,0,3,曙光女中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-07,1,1,屏東女中,建功高中,1,2,建功高中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-07,1,2,政大附中,平鎮高中,3,0,政大附中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-07,1,3,高師附中,內湖高中,0,3,內湖高中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-07,1,4,延平中學,臺南二中,1,2,臺南二中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-07,1,5,員林高中,松山高中,0,3,松山高中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-07,1,6,竹科實中,復興高中,3,0,竹科實中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-07,1,7,新竹高商,師大附中,1,2,師大附中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-07,2,1,景美女中,永平高中,1,2,永平高中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-07,2,2,建功高中,和平高中,3,0,建功高中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-07,2,3,曙光女中,市立東山,2,1,曙光女中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-07,2,4,市立大同,嘉義女中,0,3,嘉義女中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-07,2,5,虎尾高中,內湖高中,0,3,內湖高中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-07,2,6,臺南二中,港明高中,1,2,港明高中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-07,2,7,成功高中,桃園高中,3,0,成功高中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-07,2,8,師大附中,武陵高中,0,3,武陵高中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-07,3,1,永平高中,高雄中學,1,2,高雄中學,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-07,3,2,政大附中,溪湖高中,2,1,政大附中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-07,3,3,成淵高中,曙光女中,2,1,成淵高中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-07,3,4,嘉義女中,新竹女中,1,2,新竹女中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-07,3,5,松山高中,竹北高中,3,0,松山高中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-07,3,6,高雄女中,成功高中,1,2,成功高中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-07,3,7,竹科實中,文華高中,2,1,竹科實中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-07,3,8,高市中正,南山高中,0,3,南山高中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-08,1,1,港明高中,建功高中,1,2,建功高中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-08,1,2,內湖高中,政大附中,0,3,政大附中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-08,1,3,成功高中,松山高中,2,1,成功高中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-08,1,4,武陵高中,竹科實中,3,0,武陵高中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-08,2,1,成淵高中,港明高中,2,1,成淵高中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-08,2,2,新竹女中,內湖高中,2,1,新竹女中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-08,2,3,松山高中,高雄中學,3,0,松山高中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-08,2,4,竹科實中,南山高中,0,3,南山高中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-08,3,1,建功高中,成淵高中,1,2,成淵高中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-08,3,2,政大附中,新竹女中,2,1,政大附中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-08,3,3,高雄中學,成功高中,1,2,成功高中,,,,,,,,,
公開戰績,第二十七屆高中菁英盃,2025-02-08,3,4,南山高中,武陵高中,1,2,武陵高中,,,,,,,,,
公開榮譽,第二十七屆高中菁英盃,,,,,,,,,冠軍,成功高中,,隊伍榮譽,,,,,
公開榮譽,第二十七屆高中菁英盃,,,,,,,,,亞軍,政大附中,,隊伍榮譽,,,,,
公開榮譽,第二十七屆高中菁英盃,,,,,,,,,季軍,武陵高中,,隊伍榮譽,,,,,
公開榮譽,第二十七屆高中菁英盃,,,,,,,,,殿軍,成淵高中,,隊伍榮譽,,,,,
公開榮譽,第二十七屆高中菁英盃,,,,,,,,,最佳辯士,蘇于皓,政大附中,個人榮譽,,,,,
公開榮譽,第二十七屆高中菁英盃,,,,,,,,,最佳辯士,張百黎,成淵高中,個人榮譽,,,,,
公開榮譽,第二十七屆高中菁英盃,,,,,,,,,最佳辯士,吳胤嘉,成功高中,個人榮譽,,,,,
公開榮譽,第二十七屆高中菁英盃,,,,,,,,,最佳辯士,楊璽勳,成功高中,個人榮譽,,,,,
辯題,第二十七屆高中菁英盃,,,,,,,,,,,,,,,,我國電子煙應合法化,
辯題,第二十七屆高中菁英盃,,,,,,,,,,,,,,,,世界糧食計劃署的糧食援助對受捐助國利大於弊／世界糧食計劃署的糧食援助對受捐助國弊大於利,
