資料類型,盃賽,日期,時段,會場,正方學校,反方學校,正方比分,反方比分,勝方,榮譽名稱,獲獎者,所屬學校,榮譽類型,備註,正方登場選手,反方登場選手,辯題,辯題解釋
公開戰績,第七屆惠蓀盃全國高中職辯論比賽,2025-12-06,2,8,南山高中,衛道中學,3,0,南山高中,,,,,,,,,
公開戰績,第七屆惠蓀盃全國高中職辯論比賽,2025-12-06,3,1,忠明高中,師大附中,0,3,師大附中,,,,,,,,,
公開戰績,第七屆惠蓀盃全國高中職辯論比賽,2025-12-06,3,2,板橋高中,永豐高中B,3,0,板橋高中,,,,,,,,,
公開戰績,第七屆惠蓀盃全國高中職辯論比賽,2025-12-06,3,3,永豐高中A,臺中二中,0,3,臺中二中,,,,,,,,,
公開戰績,第七屆惠蓀盃全國高中職辯論比賽,2025-12-06,3,4,市立大同,竹科實中,0,3,竹科實中,,,,,,,,,
公開戰績,第七屆惠蓀盃全國高中職辯論比賽,2025-12-06,3,5,建國中學,溪湖高中,3,0,建國中學,,,,,,,,,
公開戰績,第七屆惠蓀盃全國高中職辯論比賽,2025-12-06,3,6,萬芳高中,東山高中,0,3,東山高中,,,,,,,,,
公開戰績,第七屆惠蓀盃全國高中職辯論比賽,2025-12-06,3,7,曉明女中,臺南護專,3,0,曉明女中,,,,,,,,,
公開戰績,第七屆惠蓀盃全國高中職辯論比賽,2025-12-06,3,8,北一女中,南山高中,1,2,南山高中,,,,,,,,,
公開戰績,第七屆惠蓀盃全國高中職辯論比賽,2025-12-07,1,1,師大附中,立人高中,3,0,師大附中,,,,,,,,,
公開戰績,第七屆惠蓀盃全國高中職辯論比賽,2025-12-07,1,2,彰化高中,竹科實中,1,2,竹科實中,,,,,,,,,
公開戰績,第七屆惠蓀盃全國高中職辯論比賽,2025-12-07,1,3,建國中學,和平高中,3,0,建國中學,,,,,,,,,
公開戰績,第七屆惠蓀盃全國高中職辯論比賽,2025-12-07,1,4,曉明女中,南山高中,1,2,南山高中,,,,,,,,,
公開戰績,第七屆惠蓀盃全國高中職辯論比賽,2025-12-07,2,1,師大附中,竹科實中,1,2,竹科實中,,,,,,,,,
公開戰績,第七屆惠蓀盃全國高中職辯論比賽,2025-12-07,2,2,建國中學,南山高中,0,3,南山高中,,,,,,,,,
公開戰績,第七屆惠蓀盃全國高中職辯論比賽,2025-12-07,3,1,竹科實中,南山高中,3,2,竹科實中,,,,,,,,,
公開榮譽,第七屆惠蓀盃全國高中職辯論比賽,2025-12-07,,,,,,,,冠軍,竹科實中,,隊伍榮譽,,,,,
公開榮譽,第七屆惠蓀盃全國高中職辯論比賽,2025-12-07,,,,,,,,亞軍,南山高中,,隊伍榮譽,,,,,
公開榮譽,第七屆惠蓀盃全國高中職辯論比賽,2025-12-07,,,,,,,,季軍,建國中學,,隊伍榮譽,,,,,
公開榮譽,第七屆惠蓀盃全國高中職辯論比賽,2025-12-07,,,,,,,,季軍,師大附中,,隊伍榮譽,,,,,
公開榮譽,第七屆惠蓀盃全國高中職辯論比賽,2025-12-07,,,,,,,,最佳辯士,李明祐,竹科實中,個人榮譽,,,,,
公開榮譽,第七屆惠蓀盃全國高中職辯論比賽,2025-12-07,,,,,,,,最佳辯士,蕭甫叡,南山高中,個人榮譽,,,,,
公開榮譽,第七屆惠蓀盃全國高中職辯論比賽,2025-12-07,,,,,,,,最佳辯士,蔡育瑞,建國中學,個人榮譽,,,,,
公開榮譽,第七屆惠蓀盃全國高中職辯論比賽,2025-12-07,,,,,,,,最佳辯士,徐瑄毅,師大附中,個人榮譽,,,,,
辯題,第七屆惠蓀盃全國高中職辯論比賽,,,,,,,,,,,,,,,,我國電業應實施區域電價制,
