資料類型,盃賽,日期,時段,會場,正方學校,反方學校,正方比分,反方比分,勝方,榮譽名稱,獲獎者,所屬學校,榮譽類型,備註,正方登場選手,反方登場選手,辯題,辯題解釋
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-21,2,5,高市中正,興大附中,3,0,高市中正,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-21,3,1,臺南二中,延平中學,1,2,延平中學,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-21,3,2,港明高中,彰化女中,1,2,彰化女中,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-21,3,3,高雄中學,溪湖高中,2,1,高雄中學,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-21,3,4,明道中學,中山高中,3,0,明道中學,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-21,3,5,市立大同,德光中學,3,0,市立大同,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-22,1,1,前鎮高中,成淵高中,1,2,成淵高中,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-22,1,2,麗山高中,竹科實中,0,3,竹科實中,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-22,1,3,高雄女中,師大附中,0,3,師大附中,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-22,1,4,瑞祥高中,中山女高,2,1,瑞祥高中,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-22,1,5,興大附中,高市中正,1,2,高市中正,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-22,2,1,延平高中,臺南二中,1,2,臺南二中,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-22,2,2,彰化女中,嶺東高中,3,0,彰化女中,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-22,2,3,溪湖高中,高市三民,3,0,溪湖高中,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-22,2,4,中大壢中,嘉義高中,2,1,中大壢中,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-22,2,5,德光中學,市立大同,0,3,市立大同,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-22,3,1,政大附中,南山高中,0,3,南山高中,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-22,3,2,建功高中,屏東女中,0,3,屏東女中,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-22,3,3,中和高中,虎尾高中A,3,0,中和高中,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-22,3,4,鳳山高中,曉明女中,0,3,曉明女中,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-22,3,5,虎尾高中B,高師附中,2,1,虎尾高中B,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-23,1,1,臺南二中,南山高中,0,3,南山高中,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-23,1,2,曉明女中,彰化女中,2,1,曉明女中,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-23,1,3,中大壢中,南大附中,0,3,南大附中,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-23,1,4,溪湖高中,中和高中,3,0,溪湖高中,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-23,2,1,師大附中,臺南一中,3,0,師大附中,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-23,2,2,成淵高中,中山女高,2,1,成淵高中,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-23,2,3,市立大同,虎尾高中B,2,1,市立大同,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-23,2,4,高市中正,屏東女中,0,3,屏東女中,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-23,3,1,南山高中,曉明女中,3,0,南山高中,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-23,3,2,南大附中,溪湖高中,0,3,溪湖高中,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-23,3,3,師大附中,成淵高中,2,1,師大附中,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-23,3,4,市立大同,屏東女中,1,2,屏東女中,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-24,1,1,南山高中,溪湖高中,1,2,溪湖高中,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-24,1,2,師大附中,屏東女中,1,2,屏東女中,,,,,,,,,
公開戰績,第十六屆明京盃全國高中職辯論比賽,2025-08-24,2,1,溪湖高中,屏東女中,1,2,屏東女中,,,,,,,,,
公開榮譽,第十六屆明京盃全國高中職辯論比賽,2025-08-24,,,,,,,,冠軍,屏東女中,,隊伍榮譽,,,,,
公開榮譽,第十六屆明京盃全國高中職辯論比賽,2025-08-24,,,,,,,,亞軍,溪湖高中,,隊伍榮譽,,,,,
公開榮譽,第十六屆明京盃全國高中職辯論比賽,2025-08-24,,,,,,,,季軍,南山高中,,隊伍榮譽,,,,,
公開榮譽,第十六屆明京盃全國高中職辯論比賽,2025-08-24,,,,,,,,季軍,師大附中,,隊伍榮譽,,,,,
辯題,第十六屆明京盃全國高中職辯論比賽,,,,,,,,,,,,,,,,我國刑法222條之法律效果應增設化學去勢,
