資料類型,盃賽,日期,時段,會場,正方學校,反方學校,正方比分,反方比分,勝方,榮譽名稱,獲獎者,所屬學校,榮譽類型,備註,正方登場選手,反方登場選手,辯題,辯題解釋
公開戰績,第十九屆北區聯合新生盃辯論比賽,2025-11-09,1,4,南湖高中,大直高中,0,3,大直高中,,,,,,,,,
公開戰績,第十九屆北區聯合新生盃辯論比賽,2025-11-09,1,5,成淵高中,永平高中,3,0,成淵高中,,,,,,,,,
公開戰績,第十九屆北區聯合新生盃辯論比賽,2025-11-09,1,6,華僑高中,景美女中,0,3,景美女中,,,,,,,,,
公開戰績,第十九屆北區聯合新生盃辯論比賽,2025-11-09,2,1,永平高中,成淵高中,1,2,成淵高中,,,,,,,,,
公開戰績,第十九屆北區聯合新生盃辯論比賽,2025-11-09,2,2,陽交附中,延平中學,0,3,延平中學,,,,,,,,,
公開戰績,第十九屆北區聯合新生盃辯論比賽,2025-11-09,2,3,和平高中,百齡高中,2,1,和平高中,,,,,,,,,
公開戰績,第十九屆北區聯合新生盃辯論比賽,2025-11-09,2,4,內壢高中,武陵高中,0,3,武陵高中,,,,,,,,,
公開戰績,第十九屆北區聯合新生盃辯論比賽,2025-11-09,2,5,中崙高中,西松高中,2,1,中崙高中,,,,,,,,,
公開戰績,第十九屆北區聯合新生盃辯論比賽,2025-11-09,2,6,明倫高中A,中大壢中,2,1,明倫高中A,,,,,,,,,
公開戰績,第十九屆北區聯合新生盃辯論比賽,2025-11-09,2,7,大直高中,南湖高中,2,1,大直高中,,,,,,,,,
公開戰績,第十九屆北區聯合新生盃辯論比賽,2025-11-09,3,1,百齡高中,政大附中,1,2,政大附中,,,,,,,,,
公開戰績,第十九屆北區聯合新生盃辯論比賽,2025-11-09,3,2,羅東高中,大直高中,0,3,大直高中,,,,,,,,,
公開戰績,第十九屆北區聯合新生盃辯論比賽,2025-11-09,3,3,成功高中,成淵高中,3,0,成功高中,,,,,,,,,
公開戰績,第十九屆北區聯合新生盃辯論比賽,2025-11-09,3,4,景美女中,麗山高中B,0,3,麗山高中B,,,,,,,,,
公開戰績,第十九屆北區聯合新生盃辯論比賽,2025-11-09,3,5,薇閣中學,延平中學,3,0,薇閣中學,,,,,,,,,
公開戰績,第十九屆北區聯合新生盃辯論比賽,2025-11-09,3,6,明倫高中B,武陵高中,1,2,武陵高中,,,,,,,,,
公開戰績,第十九屆北區聯合新生盃辯論比賽,2025-11-16,1,1,政大附中,明倫高中A,0,3,明倫高中A,,,,,,,,,
公開戰績,第十九屆北區聯合新生盃辯論比賽,2025-11-16,1,2,中崙高中,大直高中,0,3,大直高中,,,,,,,,,
公開戰績,第十九屆北區聯合新生盃辯論比賽,2025-11-16,1,3,成功高中,麗山高中B,2,1,成功高中,,,,,,,,,
公開戰績,第十九屆北區聯合新生盃辯論比賽,2025-11-16,1,4,薇閣中學,武陵高中,0,3,武陵高中,,,,,,,,,
公開戰績,第十九屆北區聯合新生盃辯論比賽,2025-11-16,2,1,明倫高中A,大直高中,0,3,大直高中,,,,,,,,,
公開戰績,第十九屆北區聯合新生盃辯論比賽,2025-11-16,2,2,成功高中,武陵高中,3,0,成功高中,,,,,,,,,
公開戰績,第十九屆北區聯合新生盃辯論比賽,2025-11-16,3,1,成功高中,大直高中,0,0,成功高中,,,,,未公告比分，依最終名次判定勝方,,,,
公開榮譽,第十九屆北區聯合新生盃辯論比賽,2025-11-16,,,,,,,,冠軍,成功高中,,隊伍榮譽,,,,,
公開榮譽,第十九屆北區聯合新生盃辯論比賽,2025-11-16,,,,,,,,亞軍,大直高中,,隊伍榮譽,,,,,
公開榮譽,第十九屆北區聯合新生盃辯論比賽,2025-11-16,,,,,,,,季軍,明倫高中A,,隊伍榮譽,,,,,
公開榮譽,第十九屆北區聯合新生盃辯論比賽,2025-11-16,,,,,,,,季軍,武陵高中,,隊伍榮譽,,,,,
公開榮譽,第十九屆北區聯合新生盃辯論比賽,2025-11-16,,,,,,,,最佳辯士,曾丞浩,成功高中,個人榮譽,,,,,
辯題,第十九屆北區聯合新生盃辯論比賽,,,,,,,,,,,,,,,,我國普通刑法應廢除死刑,
